20
1;1;6;2;8;10;9;10;10;10
1;1;6;2;9;10;10;10;11;10
1;1;6;2;10;10;11;10;12;10
1;1;6;2;11;10;12;10;13;10
1;1;6;2;12;10;13;10;14;10
1;1;6;2;13;10;14;10;15;10
1;1;6;2;14;10;15;10;16;10
1;1;6;2;15;10;16;10;17;10
0;1;6;2;16;10;17;10;18;10
0;0;6;2;17;10;18;10;18;9
0;0;6;2;18;10;18;9;18;8
0;0;6;2;18;9;18;8;18;7
0;0;6;2;18;8;18;7;18;6
0;0;6;2;18;7;18;6;18;5
3;0;6;2;18;6;18;5;18;4
3;3;6;2;18;5;18;4;17;4
3;3;6;2;18;4;17;4;16;4
3;3;6;2;17;4;16;4;15;4
3;3;6;2;16;4;15;4;14;4
3;3;6;2;15;4;14;4;13;4
3;3;6;2;14;4;13;4;12;4
3;3;6;2;13;4;12;4;11;4
3;3;6;2;12;4;11;4;10;4
3;3;6;2;11;4;10;4;9;4
3;3;6;2;10;4;9;4;8;4
3;3;6;2;9;4;8;4;7;4
0;3;6;2;8;4;7;4;6;4
0;0;6;2;7;4;6;4;6;3
0;0;18;16;6;4;6;4;6;3;6;2
0;0;18;16;6;4;6;3;6;2;6;1
0;0;18;16;6;3;6;2;6;1;6;0
