20
1;1;9;0;8;10;9;10;10;10
1;1;9;0;9;10;10;10;11;10
1;1;9;0;10;10;11;10;12;10
1;1;9;0;11;10;12;10;13;10
1;1;9;0;12;10;13;10;14;10
1;1;9;0;13;10;14;10;15;10
1;1;9;0;14;10;15;10;16;10
0;1;9;0;15;10;16;10;17;10
0;0;9;0;16;10;17;10;17;9
0;0;9;0;17;10;17;9;17;8
0;0;9;0;17;9;17;8;17;7
0;0;9;0;17;8;17;7;17;6
0;0;9;0;17;7;17;6;17;5
0;0;9;0;17;6;17;5;17;4
0;0;9;0;17;5;17;4;17;3
0;0;9;0;17;4;17;3;17;2
3;0;9;0;17;3;17;2;17;1
3;3;9;0;17;2;17;1;16;1
3;3;9;0;17;1;16;1;15;1
3;3;9;0;16;1;15;1;14;1
3;3;9;0;15;1;14;1;13;1
3;3;9;0;14;1;13;1;12;1
3;3;9;0;13;1;12;1;11;1
3;3;9;0;12;1;11;1;10;1
3;3;9;0;11;1;10;1;9;1
3;3;9;0;10;1;9;1;8;1
3;3;9;0;9;1;8;1;7;1
3;3;9;0;8;1;7;1;6;1
3;3;9;0;7;1;6;1;5;1
0;3;9;0;6;1;5;1;4;1
0;0;9;0;5;1;4;1;4;0
