20
1;1;10;11;8;10;9;10;10;10
1;1;10;11;9;10;10;10;11;10
1;1;10;11;10;10;11;10;12;10
1;1;10;11;11;10;12;10;13;10
1;1;10;11;12;10;13;10;14;10
1;1;10;11;13;10;14;10;15;10
1;1;10;11;14;10;15;10;16;10
1;1;10;11;15;10;16;10;17;10
0;1;10;11;16;10;17;10;18;10
0;0;10;11;17;10;18;10;18;9
0;0;10;11;18;10;18;9;18;8
0;0;10;11;18;9;18;8;18;7
0;0;10;11;18;8;18;7;18;6
0;0;10;11;18;7;18;6;18;5
0;0;10;11;18;6;18;5;18;4
0;0;10;11;18;5;18;4;18;3
0;0;10;11;18;4;18;3;18;2
0;0;10;11;18;3;18;2;18;1
3;0;10;11;18;2;18;1;18;0
3;3;10;11;18;1;18;0;17;0
3;3;10;11;18;0;17;0;16;0
3;3;10;11;17;0;16;0;15;0
3;3;10;11;16;0;15;0;14;0
3;3;10;11;15;0;14;0;13;0
3;3;10;11;14;0;13;0;12;0
3;3;10;11;13;0;12;0;11;0
3;3;10;11;12;0;11;0;10;0
3;3;10;11;11;0;10;0;9;0
3;3;10;11;10;0;9;0;8;0
3;3;10;11;9;0;8;0;7;0
3;3;10;11;8;0;7;0;6;0
3;3;10;11;7;0;6;0;5;0
3;3;10;11;6;0;5;0;4;0
3;3;10;11;5;0;4;0;3;0
3;3;10;11;4;0;3;0;2;0
3;3;10;11;3;0;2;0;1;0
3;3;10;11;2;0;1;0;0;0
